"channel","inventory_row_type","province","city","suburb","area","market_scope","coverage_type","outlet_name","inventory_name","media_subtype","package_name","slot_label","language_display","duration_seconds","rate_type","cost_zar","raw_rate_zar","investment_zar","cost_per_month_zar","value_zar","exposure_count","monthly_exposure_count","duration_weeks","duration_months","is_national","has_pricing","inventory_key","source_type"
"tv","slot","national","","","national","national","national","SABC Sport","SABC Sport - 00:00-23:59","Sportsbuzz","","00:00-23:59","unknown","30","Sportsbuzz","2886.00","2886.00","","","","","","","","true","true","tv_slot:0df3b7d6-6411-8157-d009-c42b26bf4779","tv_slot"
"tv","slot","national","","","national","national","national","SABC Sport","SABC Sport - 00:00-23:59","Hollywoodbets Super League","","00:00-23:59","unknown","30","Hollywoodbets Super League","2886.00","2886.00","","","","","","","","true","true","tv_slot:3534141d-cb76-90cc-958d-02023dbdd0bd","tv_slot"
"tv","slot","national","","","national","national","national","SABC Sport","SABC Sport - 00:00-23:59","Sport Playback","","00:00-23:59","unknown","30","Sport Playback","2886.00","2886.00","","","","","","","","true","true","tv_slot:8397fecc-dc09-a4cb-e2e6-f0a7dc98dcba","tv_slot"
"tv","slot","national","","","national","national","national","SABC Sport","SABC Sport - 00:00-23:59","CAF CCC / CCL","","00:00-23:59","unknown","30","CAF CCC / CCL","2886.00","2886.00","","","","","","","","true","true","tv_slot:52991b36-ca67-e401-24c2-841d2e40adb1","tv_slot"
"tv","slot","national","","","national","national","national","SABC Sport","SABC Sport - 00:00-23:59","Sports Wrap","","00:00-23:59","unknown","30","Sports Wrap","2886.00","2886.00","","","","","","","","true","true","tv_slot:9d0fa3b1-e134-67e4-c54c-92da00643637","tv_slot"
"tv","slot","national","","","national","national","national","SABC Sport","SABC Sport - 00:00-23:59","Retro Match","","00:00-23:59","unknown","30","Retro Match","2886.00","2886.00","","","","","","","","true","true","tv_slot:969be86e-17ac-c877-17f3-ae3dcfaafb64","tv_slot"
"tv","slot","national","","","national","national","national","SABC Sport","SABC Sport - 00:00-23:59","Sports Preview 411","","00:00-23:59","unknown","30","Sports Preview 411","2886.00","2886.00","","","","","","","","true","true","tv_slot:42b3a3db-0a05-a309-c3c3-bc6384c9243b","tv_slot"
"tv","slot","national","","","national","national","national","SABC Sport","SABC Sport - 00:00-23:59","Redbull Soapbox","","00:00-23:59","unknown","30","Redbull Soapbox","2886.00","2886.00","","","","","","","","true","true","tv_slot:2c5dac4f-bc02-e051-2d7f-7f2460af2af8","tv_slot"
"tv","slot","national","","","national","national","national","SABC Sport","SABC Sport - 00:00-23:59","Redbull Doccies","","00:00-23:59","unknown","30","Redbull Doccies","2886.00","2886.00","","","","","","","","true","true","tv_slot:82b3d406-21e5-6358-169c-15ddacdb1c37","tv_slot"
"tv","slot","national","","","national","national","national","SABC Sport","SABC Sport - 00:00-23:59","NBA Match","","00:00-23:59","unknown","30","NBA Match","2886.00","2886.00","","","","","","","","true","true","tv_slot:f9df2490-e32e-95e1-a375-e958a8f546de","tv_slot"
"tv","slot","national","","","national","national","national","SABC Sport","SABC Sport - 00:00-23:59","Soccer Premier League (2000/1)","","00:00-23:59","unknown","30","Soccer Premier League (2000/1)","2886.00","2886.00","","","","","","","","true","true","tv_slot:5c387676-5e28-a660-ea64-b0afb0ef9d7c","tv_slot"
"tv","slot","national","","","national","national","national","SABC Sport","SABC Sport - 00:00-23:59","Redbull Clip Show","","00:00-23:59","unknown","30","Redbull Clip Show","2886.00","2886.00","","","","","","","","true","true","tv_slot:0d47e366-6f6a-de99-df9b-88f736b91217","tv_slot"
"tv","slot","national","","","national","national","national","SABC Sport","SABC Sport - 00:00-23:59","NBA Action","","00:00-23:59","unknown","30","NBA Action","2886.00","2886.00","","","","","","","","true","true","tv_slot:bc720dc5-f1fc-dddf-13b7-1d19c8426d0d","tv_slot"
"tv","slot","national","","","national","national","national","SABC Sport","SABC Sport - 00:00-23:59","Bundesliga Review","","00:00-23:59","unknown","30","Bundesliga Review","2886.00","2886.00","","","","","","","","true","true","tv_slot:4237dd98-39d0-6596-6e90-b5d29f941959","tv_slot"
"tv","slot","national","","","national","national","national","SABC Sport","SABC Sport - 00:00-23:59","TKO Boxing","","00:00-23:59","unknown","30","TKO Boxing","2886.00","2886.00","","","","","","","","true","true","tv_slot:af7fbe1e-ee19-0fb9-faaf-03ddaca88a65","tv_slot"
"tv","slot","national","","","national","national","national","SABC Sport","SABC Sport - 00:00-23:59","Game On","","00:00-23:59","unknown","30","Game On","2886.00","2886.00","","","","","","","","true","true","tv_slot:8e471273-83f2-79bd-079b-dca34d007d73","tv_slot"
"tv","slot","national","","","national","national","national","SABC Sport","SABC Sport - 00:00-23:59","TotalEnergies AFCON Qualifiers","","00:00-23:59","unknown","30","TotalEnergies AFCON Qualifiers","2886.00","2886.00","","","","","","","","true","true","tv_slot:0f1e41e7-153e-cd97-f2ed-7876f75b4337","tv_slot"
"tv","package","national","","","national","national","national","SABC Sport","SABC Sport - 4 Week SABC Sport Channel Package","generic","4 Week SABC Sport Channel Package","","unknown","","package","822500.00","","822500.00","","2025000.00","","285","4","","true","true","tv_package:7f02d34d-99dc-748d-0882-b00580f100fa","tv_package"
