"channel","inventory_row_type","province","city","suburb","area","outlet_name","inventory_name","package_name","slot_label","media_subtype","rate_type","pricing_basis","internal_cost_zar","reference_sell_value_zar","estimated_gross_margin_zar","estimated_gross_margin_percent","raw_rate_zar","cost_zar","investment_zar","cost_per_month_zar","value_zar","inventory_key","source_type"
"radio","slot","gauteng","Vanderbijlpark","","Vanderbijlpark","Kaya 959","Kaya 959 - 18:00-20:00","","18:00-20:00","spot","spot","broadcast_investment_vs_value",,,,,"2505","2505",,,,"radio_slot:ac0541a9-eba2-e8fe-c8f8-c60de2d25551","radio_slot"
"radio","slot","gauteng","Vanderbijlpark","","Vanderbijlpark","Kaya 959","Kaya 959 - 18:00-20:00","","18:00-20:00","spot","spot","broadcast_investment_vs_value",,,,,"2505","2505",,,,"radio_slot:04187a8a-d5bd-7b6a-3ee7-3b8f4de8369c","radio_slot"
"radio","slot","gauteng","Vanderbijlpark","","Vanderbijlpark","Kaya 959","Kaya 959 - 20:00-00:00","","20:00-00:00","spot","spot","broadcast_investment_vs_value",,,,,"1050","1050",,,,"radio_slot:36f6251d-0ed9-b3f7-44c6-b632201e370f","radio_slot"
"radio","slot","gauteng","Vanderbijlpark","","Vanderbijlpark","Kaya 959","Kaya 959 - 20:00-00:00","","20:00-00:00","spot","spot","broadcast_investment_vs_value",,,,,"1050","1050",,,,"radio_slot:e1d7ccc9-4437-8b96-e357-569b5fb4c251","radio_slot"
"radio","slot","gauteng","Vanderbijlpark","","Vanderbijlpark","Kaya 959","Kaya 959 - 20:00-00:00","","20:00-00:00","spot","spot","broadcast_investment_vs_value",,,,,"1050","1050",,,,"radio_slot:e766da62-2191-f323-0bda-4d82c2c8c0a0","radio_slot"
"radio","package","gauteng","Vanderbijlpark","","Vanderbijlpark","Kaya 959","Kaya 959 - Lunch Time","Lunch Time","","generic","package","broadcast_investment_vs_value","23000","91920","68920","299.65",,"23000","23000",,"91920","radio_package:b2c9d8c1-2716-7258-23f7-080f084f475b","radio_package"
"radio","package","gauteng","Vanderbijlpark","","Vanderbijlpark","Kaya 959","Kaya 959 - Powerweek","Powerweek","","generic","package","broadcast_investment_vs_value","76000","255240","179240","235.84",,"76000","76000",,"255240","radio_package:406a07e9-8c8a-bfd9-ad3f-82c489ef3a34","radio_package"
"radio","package","gauteng","Vanderbijlpark","","Vanderbijlpark","Kaya 959","Kaya 959 - Retail Package","Retail Package","","generic","package","broadcast_investment_vs_value","32000","106770","74770","233.66",,"32000","32000",,"106770","radio_package:3f21ebfb-5692-a804-7188-f0141ffb02ba","radio_package"
"radio","package","gauteng","Vanderbijlpark","","Vanderbijlpark","Kaya 959","Kaya 959 - Weekend Package","Weekend Package","","generic","package","broadcast_investment_vs_value","22000","75840","53840","244.73",,"22000","22000",,"75840","radio_package:9eae4a2b-9cb1-7510-2501-f280a01ffc34","radio_package"
"radio","package","gauteng","Vanderbijlpark","","Vanderbijlpark","Kaya 959","Kaya 959 - Workzone","Workzone","","generic","package","broadcast_investment_vs_value","33350","133950","100600","301.65",,"33350","33350",,"133950","radio_package:43f4d687-b0ff-1097-ea9e-c7e633831ce2","radio_package"
"radio","slot","mpumalanga","","","mpumalanga","Ikwekwezi FM","Ikwekwezi FM - 00:00-03:00","","00:00-03:00","spot","spot","broadcast_investment_vs_value",,,,,"240","240",,,,"radio_slot:680f0ff9-d071-9d86-3658-d84b9e6e598e","radio_slot"
"radio","slot","mpumalanga","","","mpumalanga","Ikwekwezi FM","Ikwekwezi FM - 00:00-03:00","","00:00-03:00","spot","spot","broadcast_investment_vs_value",,,,,"270","270",,,,"radio_slot:f940851a-57df-45bb-d3ed-a6fe6b4e83a3","radio_slot"
"radio","slot","mpumalanga","","","mpumalanga","Ikwekwezi FM","Ikwekwezi FM - 03:00-05:00","","03:00-05:00","spot","spot","broadcast_investment_vs_value",,,,,"540","540",,,,"radio_slot:c3c61062-24fc-b2cf-f008-5b4521c4c5a9","radio_slot"
"radio","slot","mpumalanga","","","mpumalanga","Ikwekwezi FM","Ikwekwezi FM - 03:00-06:00","","03:00-06:00","spot","spot","broadcast_investment_vs_value",,,,,"480","480",,,,"radio_slot:54ef7cb4-4ced-08e5-c183-a92cdd2058e1","radio_slot"
"radio","slot","mpumalanga","","","mpumalanga","Ikwekwezi FM","Ikwekwezi FM - 05:00-06:00","","05:00-06:00","spot","spot","broadcast_investment_vs_value",,,,,"3210","3210",,,,"radio_slot:1c64e6f8-686d-4bc4-35de-4dad5c4c7abe","radio_slot"
"radio","slot","mpumalanga","","","mpumalanga","Ikwekwezi FM","Ikwekwezi FM - 06:00-07:00","","06:00-07:00","spot","spot","broadcast_investment_vs_value",,,,,"1050","1050",,,,"radio_slot:bf7d42b6-a4cb-bd00-c47d-98a6ae17bab8","radio_slot"
"radio","slot","mpumalanga","","","mpumalanga","Ikwekwezi FM","Ikwekwezi FM - 06:00-09:00","","06:00-09:00","spot","spot","broadcast_investment_vs_value",,,,,"3450","3450",,,,"radio_slot:3cf88644-f79c-9153-0052-280b827572ff","radio_slot"
"radio","slot","mpumalanga","","","mpumalanga","Ikwekwezi FM","Ikwekwezi FM - 07:00-09:00","","07:00-09:00","spot","spot","broadcast_investment_vs_value",,,,,"1650","1650",,,,"radio_slot:3f9a37cd-754e-5596-4b5a-e304f0a519d5","radio_slot"
"radio","slot","mpumalanga","","","mpumalanga","Ikwekwezi FM","Ikwekwezi FM - 09:00-10:00","","09:00-10:00","spot","spot","broadcast_investment_vs_value",,,,,"1050","1050",,,,"radio_slot:5c6312e8-7f55-f03e-0058-a1bf5afaf88a","radio_slot"
"radio","slot","mpumalanga","","","mpumalanga","Ikwekwezi FM","Ikwekwezi FM - 09:00-12:00","","09:00-12:00","spot","spot","broadcast_investment_vs_value",,,,,"2130","2130",,,,"radio_slot:58d71c3e-67a4-98ca-ce8a-f921bb21e1f9","radio_slot"
"radio","slot","mpumalanga","","","mpumalanga","Ikwekwezi FM","Ikwekwezi FM - 10:00-12:00","","10:00-12:00","spot","spot","broadcast_investment_vs_value",,,,,"900","900",,,,"radio_slot:28dde455-9e82-701c-af96-82daff05a25d","radio_slot"
"radio","slot","mpumalanga","","","mpumalanga","Ikwekwezi FM","Ikwekwezi FM - 12:00-15:00","","12:00-15:00","spot","spot","broadcast_investment_vs_value",,,,,"1650","1650",,,,"radio_slot:39ecccba-7e04-91d6-b2f6-2eae13aac886","radio_slot"
"radio","slot","mpumalanga","","","mpumalanga","Ikwekwezi FM","Ikwekwezi FM - 12:00-15:00","","12:00-15:00","spot","spot","broadcast_investment_vs_value",,,,,"840","840",,,,"radio_slot:0f65f89f-1250-1f51-0b48-9510657e7df5","radio_slot"
"radio","slot","mpumalanga","","","mpumalanga","Ikwekwezi FM","Ikwekwezi FM - 15:00-18:00","","15:00-18:00","spot","spot","broadcast_investment_vs_value",,,,,"2010","2010",,,,"radio_slot:98638315-3766-40a3-2cab-fa316970e58b","radio_slot"
"radio","slot","mpumalanga","","","mpumalanga","Ikwekwezi FM","Ikwekwezi FM - 15:00-18:00","","15:00-18:00","spot","spot","broadcast_investment_vs_value",,,,,"960","960",,,,"radio_slot:1181e1bd-0702-a9c5-b6cd-173fdfb42d61","radio_slot"
"radio","slot","mpumalanga","","","mpumalanga","Ikwekwezi FM","Ikwekwezi FM - 18:00-19:00","","18:00-19:00","spot","spot","broadcast_investment_vs_value",,,,,"1530","1530",,,,"radio_slot:1f102c76-7bbe-9856-e355-edea4fc8f2d6","radio_slot"
"radio","slot","mpumalanga","","","mpumalanga","Ikwekwezi FM","Ikwekwezi FM - 18:00-21:00","","18:00-21:00","spot","spot","broadcast_investment_vs_value",,,,,"480","480",,,,"radio_slot:8558ebae-78a4-847e-23e1-417b06de2800","radio_slot"
"radio","slot","mpumalanga","","","mpumalanga","Ikwekwezi FM","Ikwekwezi FM - 19:00-21:00","","19:00-21:00","spot","spot","broadcast_investment_vs_value",,,,,"1770","1770",,,,"radio_slot:4c3fd907-461c-14e5-b4a9-e82b193997b5","radio_slot"
"radio","slot","national","","","national","5FM","5FM - 01:00-04:00","","01:00-04:00","spot","spot","broadcast_investment_vs_value",,,,,"360","360",,,,"radio_slot:6ef31a96-abc6-8459-91e5-507efb6431cf","radio_slot"
"radio","slot","national","","","national","5FM","5FM - 01:00-04:00","","01:00-04:00","spot","spot","broadcast_investment_vs_value",,,,,"360","360",,,,"radio_slot:052af459-45eb-c42b-fba8-cb53f85d5638","radio_slot"
"radio","slot","national","","","national","5FM","5FM - 01:00-04:00","","01:00-04:00","spot","spot","broadcast_investment_vs_value",,,,,"360","360",,,,"radio_slot:73bb7cc8-62c7-351a-2eb8-0625187906f1","radio_slot"
"radio","slot","national","","","national","5FM","5FM - 04:00-06:00","","04:00-06:00","spot","spot","broadcast_investment_vs_value",,,,,"480","480",,,,"radio_slot:c96000ba-e9fc-7d14-fece-03ac261b6933","radio_slot"
"radio","slot","national","","","national","5FM","5FM - 04:00-07:00","","04:00-07:00","spot","spot","broadcast_investment_vs_value",,,,,"960","960",,,,"radio_slot:40b46b7b-cdbd-9700-e2af-c503e9409c62","radio_slot"
"radio","slot","national","","","national","5FM","5FM - 04:00-07:00","","04:00-07:00","spot","spot","broadcast_investment_vs_value",,,,,"780","780",,,,"radio_slot:700613c0-a6b9-eb29-ba27-22c138102d25","radio_slot"
"radio","slot","national","","","national","5FM","5FM - 06:00-07:00","","06:00-07:00","spot","spot","broadcast_investment_vs_value",,,,,"9210","9210",,,,"radio_slot:90290113-d3c5-19a7-e736-2ee69a10edee","radio_slot"
"radio","slot","national","","","national","5FM","5FM - 07:00-08:00","","07:00-08:00","spot","spot","broadcast_investment_vs_value",,,,,"10110","10110",,,,"radio_slot:881ebc12-b418-698f-65f4-dbf5ab66ac32","radio_slot"
"radio","slot","national","","","national","5FM","5FM - 07:00-10:00","","07:00-10:00","spot","spot","broadcast_investment_vs_value",,,,,"2490","2490",,,,"radio_slot:6ef4b2a5-c863-f25d-925c-d5aaef9ac468","radio_slot"
"radio","slot","national","","","national","5FM","5FM - 07:00-10:00","","07:00-10:00","spot","spot","broadcast_investment_vs_value",,,,,"1290","1290",,,,"radio_slot:4be3b479-25f7-772f-fadf-17bbc5d4c8b3","radio_slot"
"radio","slot","national","","","national","5FM","5FM - 08:00-09:00","","08:00-09:00","spot","spot","broadcast_investment_vs_value",,,,,"10110","10110",,,,"radio_slot:c37ff0be-e402-0557-2618-cd0c72954925","radio_slot"
"radio","slot","national","","","national","5FM","5FM - 09:00-12:00","","09:00-12:00","spot","spot","broadcast_investment_vs_value",,,,,"8760","8760",,,,"radio_slot:56b22871-f342-833b-7bae-3b14bdaea11c","radio_slot"
"radio","slot","national","","","national","5FM","5FM - 10:00-14:00","","10:00-14:00","spot","spot","broadcast_investment_vs_value",,,,,"4170","4170",,,,"radio_slot:dc9f450b-2ccd-fd25-360a-0b76511c693a","radio_slot"
"radio","slot","national","","","national","5FM","5FM - 10:00-14:00","","10:00-14:00","spot","spot","broadcast_investment_vs_value",,,,,"3210","3210",,,,"radio_slot:6ccc54cd-1e4c-eef5-2cc1-8d216f69a720","radio_slot"
"radio","slot","national","","","national","5FM","5FM - 12:00-15:00","","12:00-15:00","spot","spot","broadcast_investment_vs_value",,,,,"4410","4410",,,,"radio_slot:7883894e-b279-ce9d-d072-d1efed533ac0","radio_slot"
"radio","slot","national","","","national","5FM","5FM - 14:00-18:00","","14:00-18:00","spot","spot","broadcast_investment_vs_value",,,,,"2250","2250",,,,"radio_slot:f943276b-4f5a-342f-908f-2cea44d5b57e","radio_slot"
"radio","slot","national","","","national","5FM","5FM - 14:00-18:00","","14:00-18:00","spot","spot","broadcast_investment_vs_value",,,,,"2970","2970",,,,"radio_slot:53c36d75-aa22-5208-d39c-ce9b51358584","radio_slot"
"radio","slot","national","","","national","5FM","5FM - 15:00-16:00","","15:00-16:00","spot","spot","broadcast_investment_vs_value",,,,,"7860","7860",,,,"radio_slot:87b6507a-bafc-6fb6-589f-51ca063ea4f6","radio_slot"
"radio","slot","national","","","national","5FM","5FM - 16:00-17:00","","16:00-17:00","spot","spot","broadcast_investment_vs_value",,,,,"9660","9660",,,,"radio_slot:2f0ae025-0b13-2a27-979f-1ba6cadade01","radio_slot"
"radio","slot","national","","","national","5FM","5FM - 17:00-18:00","","17:00-18:00","spot","spot","broadcast_investment_vs_value",,,,,"9660","9660",,,,"radio_slot:9d6c9b62-005b-a05b-b6bf-1caefaeb73b9","radio_slot"
"radio","slot","national","","","national","5FM","5FM - 18:00-19:00","","18:00-19:00","spot","spot","broadcast_investment_vs_value",,,,,"1890","1890",,,,"radio_slot:981d6988-d467-d670-336b-64eb709c3b23","radio_slot"
"radio","slot","national","","","national","5FM","5FM - 18:00-19:00","","18:00-19:00","spot","spot","broadcast_investment_vs_value",,,,,"10110","10110",,,,"radio_slot:5cd294e4-b2e0-f3b7-d7f9-ae476676ed23","radio_slot"
"radio","slot","national","","","national","5FM","5FM - 18:00-21:00","","18:00-21:00","spot","spot","broadcast_investment_vs_value",,,,,"1530","1530",,,,"radio_slot:719d7571-d6c9-0d8f-688d-1964ebd2f89d","radio_slot"
"radio","slot","national","","","national","5FM","5FM - 19:00-22:00","","19:00-22:00","spot","spot","broadcast_investment_vs_value",,,,,"3450","3450",,,,"radio_slot:04b8a67a-f0f8-c58c-21c2-463df5cbd271","radio_slot"
"radio","slot","national","","","national","5FM","5FM - 19:00-22:00","","19:00-22:00","spot","spot","broadcast_investment_vs_value",,,,,"2010","2010",,,,"radio_slot:549605a2-fed6-6834-e0e7-53263458671e","radio_slot"
"radio","slot","national","","","national","5FM","5FM - 21:00-01:00","","21:00-01:00","spot","spot","broadcast_investment_vs_value",,,,,"900","900",,,,"radio_slot:a9d59a52-329d-ef2a-5846-c6bb78b3c54b","radio_slot"
"radio","slot","national","","","national","5FM","5FM - 22:00-01:00","","22:00-01:00","spot","spot","broadcast_investment_vs_value",,,,,"420","420",,,,"radio_slot:b203b305-40b2-9be3-fef2-7e1f082e59c4","radio_slot"
"radio","slot","national","","","national","5FM","5FM - 22:00-01:00","","22:00-01:00","spot","spot","broadcast_investment_vs_value",,,,,"360","360",,,,"radio_slot:45a1a995-9f96-c77a-d2d8-4bfc708e499c","radio_slot"
"radio","slot","national","","","national","Metro FM","Metro FM - 00:00-03:00","","00:00-03:00","spot","spot","broadcast_investment_vs_value",,,,,"960","960",,,,"radio_slot:2e469c45-1559-e6f2-191d-c10b2e911c9e","radio_slot"
"radio","slot","national","","","national","Metro FM","Metro FM - 00:00-03:00","","00:00-03:00","spot","spot","broadcast_investment_vs_value",,,,,"900","900",,,,"radio_slot:139ca0ed-86bb-cb0a-304b-d47a783071a0","radio_slot"
"radio","slot","national","","","national","Metro FM","Metro FM - 00:00-03:00","","00:00-03:00","spot","spot","broadcast_investment_vs_value",,,,,"660","660",,,,"radio_slot:32932902-cefd-c127-bf48-7879856d07b2","radio_slot"
"radio","slot","national","","","national","Metro FM","Metro FM - 03:00-05:00","","03:00-05:00","spot","spot","broadcast_investment_vs_value",,,,,"960","960",,,,"radio_slot:bad48d4b-ff7e-c468-ce55-e3f916ad205c","radio_slot"
"radio","slot","national","","","national","Metro FM","Metro FM - 03:00-06:00","","03:00-06:00","spot","spot","broadcast_investment_vs_value",,,,,"1410","1410",,,,"radio_slot:eff714f7-0b2d-6ba0-2416-e92b50956513","radio_slot"
"radio","slot","national","","","national","Metro FM","Metro FM - 03:00-06:00","","03:00-06:00","spot","spot","broadcast_investment_vs_value",,,,,"1290","1290",,,,"radio_slot:e18aef91-66c4-b826-8199-4e7f59502e6c","radio_slot"
"radio","slot","national","","","national","Metro FM","Metro FM - 05:00-06:00","","05:00-06:00","spot","spot","broadcast_investment_vs_value",,,,,"3930","3930",,,,"radio_slot:23505025-3d0f-6a37-5b19-5d4f8049368a","radio_slot"
"radio","slot","national","","","national","Metro FM","Metro FM - 06:00-07:00","","06:00-07:00","spot","spot","broadcast_investment_vs_value",,,,,"32760","32760",,,,"radio_slot:b967a993-d1d5-bc39-961c-7dda9457407d","radio_slot"
"radio","slot","national","","","national","Metro FM","Metro FM - 06:00-09:00","","06:00-09:00","spot","spot","broadcast_investment_vs_value",,,,,"9660","9660",,,,"radio_slot:e47ba983-bccf-6127-b44c-0a262da49ab0","radio_slot"
"radio","slot","national","","","national","Metro FM","Metro FM - 06:00-09:00","","06:00-09:00","spot","spot","broadcast_investment_vs_value",,,,,"5310","5310",,,,"radio_slot:961b5d69-de0f-ea74-38fb-7130d1794c3a","radio_slot"
"radio","slot","national","","","national","Metro FM","Metro FM - 07:00-08:00","","07:00-08:00","spot","spot","broadcast_investment_vs_value",,,,,"32760","32760",,,,"radio_slot:29176d10-eebf-995a-024d-1bead47343ec","radio_slot"
"radio","slot","national","","","national","Metro FM","Metro FM - 08:00-09:00","","08:00-09:00","spot","spot","broadcast_investment_vs_value",,,,,"23640","23640",,,,"radio_slot:d79cf147-74f9-1c01-05f0-a22b28c1d846","radio_slot"
"radio","slot","national","","","national","Metro FM","Metro FM - 09:00-12:00","","09:00-12:00","spot","spot","broadcast_investment_vs_value",,,,,"14520","14520",,,,"radio_slot:b06437e7-e245-9d3e-7f1a-933925d1d7f9","radio_slot"
"radio","slot","national","","","national","Metro FM","Metro FM - 09:00-12:00","","09:00-12:00","spot","spot","broadcast_investment_vs_value",,,,,"8310","8310",,,,"radio_slot:10b20256-f123-2465-f185-02f8ef978666","radio_slot"
"radio","slot","national","","","national","Metro FM","Metro FM - 09:00-12:00","","09:00-12:00","spot","spot","broadcast_investment_vs_value",,,,,"16680","16680",,,,"radio_slot:233c2c47-0df5-ba23-e2d3-40a089a3e008","radio_slot"
"radio","slot","national","","","national","Metro FM","Metro FM - 12:00-15:00","","12:00-15:00","spot","spot","broadcast_investment_vs_value",,,,,"8760","8760",,,,"radio_slot:2ec2fdb5-8d45-bc0d-5aa8-6bf22c61b40e","radio_slot"
"radio","slot","national","","","national","Metro FM","Metro FM - 12:00-15:00","","12:00-15:00","spot","spot","broadcast_investment_vs_value",,,,,"15960","15960",,,,"radio_slot:49652937-a20e-d5ee-6fa5-938f49e0ff2d","radio_slot"
"radio","slot","national","","","national","Metro FM","Metro FM - 12:00-15:00","","12:00-15:00","spot","spot","broadcast_investment_vs_value",,,,,"11460","11460",,,,"radio_slot:0e124bed-6e3a-2324-e2df-18b7f90a952c","radio_slot"
"radio","slot","national","","","national","Metro FM","Metro FM - 15:00-16:00","","15:00-16:00","spot","spot","broadcast_investment_vs_value",,,,,"17400","17400",,,,"radio_slot:235c7791-3a2b-d9f5-b41e-ac7b9e9ee787","radio_slot"
"radio","slot","national","","","national","Metro FM","Metro FM - 15:00-18:00","","15:00-18:00","spot","spot","broadcast_investment_vs_value",,,,,"6810","6810",,,,"radio_slot:40f996e7-8b99-316a-09ba-55a0a06a416d","radio_slot"
"radio","slot","national","","","national","Metro FM","Metro FM - 15:00-18:00","","15:00-18:00","spot","spot","broadcast_investment_vs_value",,,,,"6210","6210",,,,"radio_slot:eaa847e6-2d9e-940d-8bf3-71636cf03421","radio_slot"
"radio","slot","national","","","national","Metro FM","Metro FM - 16:00-17:00","","16:00-17:00","spot","spot","broadcast_investment_vs_value",,,,,"20580","20580",,,,"radio_slot:0a545f82-5794-422e-88d2-e96778bf4a85","radio_slot"
"radio","slot","national","","","national","Metro FM","Metro FM - 17:00-18:00","","17:00-18:00","spot","spot","broadcast_investment_vs_value",,,,,"20580","20580",,,,"radio_slot:b4a78d07-0c76-d9bb-e3a5-22cab01b4338","radio_slot"
"radio","slot","national","","","national","Metro FM","Metro FM - 18:00-19:00","","18:00-19:00","spot","spot","broadcast_investment_vs_value",,,,,"3450","3450",,,,"radio_slot:17a568ac-4544-953f-001d-2402f47b4392","radio_slot"
"radio","slot","national","","","national","Metro FM","Metro FM - 18:00-19:00","","18:00-19:00","spot","spot","broadcast_investment_vs_value",,,,,"6210","6210",,,,"radio_slot:d5035743-398b-febb-a3b5-3792c1d391e4","radio_slot"
"radio","slot","national","","","national","Metro FM","Metro FM - 18:00-19:00","","18:00-19:00","spot","spot","broadcast_investment_vs_value",,,,,"20580","20580",,,,"radio_slot:7eab7251-51ec-0f8e-4176-34dc3d702c8c","radio_slot"
"radio","slot","national","","","national","Metro FM","Metro FM - 19:00-21:00","","19:00-21:00","spot","spot","broadcast_investment_vs_value",,,,,"7860","7860",,,,"radio_slot:294159ae-0967-1206-010a-cb8e62c5f1fd","radio_slot"
"radio","slot","national","","","national","Metro FM","Metro FM - 19:00-22:00","","19:00-22:00","spot","spot","broadcast_investment_vs_value",,,,,"2490","2490",,,,"radio_slot:94c78e25-8449-771d-2a92-f92783784522","radio_slot"
"radio","slot","national","","","national","Metro FM","Metro FM - 19:00-22:00","","19:00-22:00","spot","spot","broadcast_investment_vs_value",,,,,"1890","1890",,,,"radio_slot:31be3d37-8079-23aa-2491-1fc25b2bd4b3","radio_slot"
"tv","slot","national","","","national","SABC 1","SABC 1 - 18:30-19:00","","18:30-19:00","Amalanga Awafani","Amalanga Awafani","broadcast_investment_vs_value",,,,,"110000","110000",,,,"tv_slot:0cac48ca-e477-876c-507b-fc60aea99168","tv_slot"
"tv","slot","national","","","national","SABC 1","SABC 1 - 19:30-20:00","","19:30-20:00","Skeem Saam S13","Skeem Saam S13","broadcast_investment_vs_value",,,,,"130000","130000",,,,"tv_slot:d79fa073-8fd6-e6e0-4195-609a2296ca6a","tv_slot"
"tv","slot","national","","","national","SABC 1","SABC 1 - 20:00-20:30","","20:00-20:30","Generation The Legacy","Generation The Legacy","broadcast_investment_vs_value",,,,,"140000","140000",,,,"tv_slot:9ae80e2e-aaa4-994e-a238-a124eb955436","tv_slot"
"tv","slot","national","","","national","SABC 1","SABC 1 - 20:00-20:30","","20:00-20:30","Good Men","Good Men","broadcast_investment_vs_value",,,,,"36000","36000",,,,"tv_slot:7fc0b3a6-2ae4-9366-0672-9b80eb7da511","tv_slot"
"tv","slot","national","","","national","SABC 1","SABC 1 - 20:30-21:00","","20:30-21:00","Uzalo S11","Uzalo S11","broadcast_investment_vs_value",,,,,"150000","150000",,,,"tv_slot:02851005-3700-38a1-1b84-4cc76fb25872","tv_slot"
"tv","package","national","","","national","SABC 3","SABC 3 - Weekly SABC 3 & SABC News Channel News Package","Weekly SABC 3 & SABC News Channel News Package","","generic","package","broadcast_investment_vs_value","105540","238500","132960","125.98",,"105540","105540",,"238500","tv_package:16ff1050-9127-8ec2-2dd4-fabd995beb09","tv_package"
"tv","package","national","","","national","SABC News Channel","SABC News Channel - 4 Week SABC News Channel Package","4 Week SABC News Channel Package","","generic","package","broadcast_investment_vs_value","550825","1304000","753175","136.74",,"550825","550825",,"1304000","tv_package:f1544c48-4c0c-a607-e12f-9f85201a4f82","tv_package"
"tv","package","national","","","national","SABC News Channel","SABC News Channel - Weekly SABC News Channel Only Audience Reach Maximiser","Weekly SABC News Channel Only Audience Reach Maximiser","","generic","package","broadcast_investment_vs_value","129540","331500","201960","155.91",,"129540","129540",,"331500","tv_package:2be588c9-a0b7-653b-8868-1059ca73e747","tv_package"
"tv","slot","national","","","national","SABC Sport","SABC Sport - 00:00-23:59","","00:00-23:59","Laduma","Laduma","broadcast_investment_vs_value",,,,,"2886","2886",,,,"tv_slot:52f872f2-33b9-bad2-7c80-ae6b539c627f","tv_slot"
"tv","slot","national","","","national","SABC Sport","SABC Sport - 00:00-23:59","","00:00-23:59","Build Up","Build Up","broadcast_investment_vs_value",,,,,"2886","2886",,,,"tv_slot:0ccdda1c-ced6-0fcc-0f5e-3102198e7657","tv_slot"
"tv","slot","national","","","national","SABC Sport","SABC Sport - 00:00-23:59","","00:00-23:59","NBA Lifestyle","NBA Lifestyle","broadcast_investment_vs_value",,,,,"2886","2886",,,,"tv_slot:b2ff0727-aa06-2cfa-1c37-fe47d2c208dd","tv_slot"
"tv","slot","national","","","national","SABC Sport","SABC Sport - 00:00-23:59","","00:00-23:59","Playing For The Coach","Playing For The Coach","broadcast_investment_vs_value",,,,,"2886","2886",,,,"tv_slot:4ab36dab-d615-7d40-074a-7fb254cc30b8","tv_slot"
"tv","slot","national","","","national","SABC Sport","SABC Sport - 00:00-23:59","","00:00-23:59","SAFA TV","SAFA TV","broadcast_investment_vs_value",,,,,"2886","2886",,,,"tv_slot:5ab38dbf-2d55-85ca-c447-d75977936979","tv_slot"
"tv","slot","national","","","national","SABC Sport","SABC Sport - 00:00-23:59","","00:00-23:59","Redbull Signature","Redbull Signature","broadcast_investment_vs_value",,,,,"2886","2886",,,,"tv_slot:6f3d81be-75e5-f3dc-0d05-7097a90694ae","tv_slot"
"tv","slot","national","","","national","SABC Sport","SABC Sport - 00:00-23:59","","00:00-23:59","Magazine","Magazine","broadcast_investment_vs_value",,,,,"2886","2886",,,,"tv_slot:cb63fc73-ea3e-9c07-5a1f-c60cdaae760d","tv_slot"
"tv","slot","national","","","national","SABC Sport","SABC Sport - 00:00-23:59","","00:00-23:59","VS Gaming","VS Gaming","broadcast_investment_vs_value",,,,,"2886","2886",,,,"tv_slot:6916caa7-1d12-88f8-06fb-abadf9f28cb4","tv_slot"
"tv","slot","national","","","national","SABC Sport","SABC Sport - 00:00-23:59","","00:00-23:59","Premier League Stories","Premier League Stories","broadcast_investment_vs_value",,,,,"2886","2886",,,,"tv_slot:9e72c807-e7ff-d3a5-79d0-5e2c6361ea5c","tv_slot"
"tv","slot","national","","","national","SABC Sport","SABC Sport - 00:00-23:59","","00:00-23:59","Bundesliga Match","Bundesliga Match","broadcast_investment_vs_value",,,,,"2886","2886",,,,"tv_slot:289a4436-6ae7-62f5-b833-9f57f4fae607","tv_slot"
"tv","slot","national","","","national","SABC Sport","SABC Sport - 00:00-23:59","","00:00-23:59","Top 14 H/Ls","Top 14 H/Ls","broadcast_investment_vs_value",,,,,"2886","2886",,,,"tv_slot:bda2074a-18cc-c475-3723-8661cb2b24af","tv_slot"
"tv","slot","national","","","national","SABC Sport","SABC Sport - 00:00-23:59","","00:00-23:59","Soccerzone Extra","Soccerzone Extra","broadcast_investment_vs_value",,,,,"2886","2886",,,,"tv_slot:fc2a35a3-61a7-7f84-c564-932e60963e3e","tv_slot"
"tv","slot","national","","","national","SABC Sport","SABC Sport - 00:00-23:59","","00:00-23:59","The Greatest Of All Times","The Greatest Of All Times","broadcast_investment_vs_value",,,,,"2886","2886",,,,"tv_slot:a811d975-6cd0-7647-ae9f-8160a173f8ba","tv_slot"
"tv","slot","national","","","national","SABC Sport","SABC Sport - 00:00-23:59","","00:00-23:59","G.O.A.Ts Like Us","G.O.A.Ts Like Us","broadcast_investment_vs_value",,,,,"2886","2886",,,,"tv_slot:b7ca22c4-d61c-9a42-2eda-7d3b75a19fda","tv_slot"
"tv","slot","national","","","national","SABC Sport","SABC Sport - 00:00-23:59","","00:00-23:59","Liverpool TV","Liverpool TV","broadcast_investment_vs_value",,,,,"2886","2886",,,,"tv_slot:28959cc1-b462-113d-a651-11b32c406919","tv_slot"
"tv","slot","national","","","national","SABC Sport","SABC Sport - 00:00-23:59","","00:00-23:59","Top 14 Rugby","Top 14 Rugby","broadcast_investment_vs_value",,,,,"2886","2886",,,,"tv_slot:7a0e2580-9934-940b-5df5-446a84cb5a7f","tv_slot"
"tv","slot","national","","","national","SABC Sport","SABC Sport - 00:00-23:59","","00:00-23:59","Bundesliga Preview","Bundesliga Preview","broadcast_investment_vs_value",,,,,"2886","2886",,,,"tv_slot:7a6c43b7-8e05-ab33-cc4d-493fff66ca89","tv_slot"
"tv","slot","national","","","national","SABC Sport","SABC Sport - 00:00-23:59","","00:00-23:59","EFC Live Fight","EFC Live Fight","broadcast_investment_vs_value",,,,,"2886","2886",,,,"tv_slot:e5a2951f-b595-7bc2-6176-a47181e420d8","tv_slot"
