"channel","inventory_row_type","province","city","suburb","area","market_scope","coverage_type","outlet_name","inventory_name","media_subtype","package_name","slot_label","language_display","duration_seconds","rate_type","cost_zar","raw_rate_zar","investment_zar","cost_per_month_zar","value_zar","exposure_count","monthly_exposure_count","duration_weeks","duration_months","is_national","has_pricing","inventory_key","source_type"
"radio","slot","mpumalanga","","","mpumalanga","regional","regional","Ikwekwezi FM","Ikwekwezi FM - 12:00-15:00","spot","","12:00-15:00","isindebele","30","spot","1650.00","1650.00","","","","","","","","false","true","radio_slot:39ecccba-7e04-91d6-b2f6-2eae13aac886","radio_slot"
"radio","slot","mpumalanga","","","mpumalanga","regional","regional","Ikwekwezi FM","Ikwekwezi FM - 12:00-15:00","spot","","12:00-15:00","isindebele","30","spot","840.00","840.00","","","","","","","","false","true","radio_slot:0f65f89f-1250-1f51-0b48-9510657e7df5","radio_slot"
"radio","slot","mpumalanga","","","mpumalanga","regional","regional","Ikwekwezi FM","Ikwekwezi FM - 15:00-18:00","spot","","15:00-18:00","isindebele","30","spot","2010.00","2010.00","","","","","","","","false","true","radio_slot:98638315-3766-40a3-2cab-fa316970e58b","radio_slot"
"radio","slot","mpumalanga","","","mpumalanga","regional","regional","Ikwekwezi FM","Ikwekwezi FM - 15:00-18:00","spot","","15:00-18:00","isindebele","30","spot","960.00","960.00","","","","","","","","false","true","radio_slot:1181e1bd-0702-a9c5-b6cd-173fdfb42d61","radio_slot"
"radio","slot","mpumalanga","","","mpumalanga","regional","regional","Ikwekwezi FM","Ikwekwezi FM - 18:00-19:00","spot","","18:00-19:00","isindebele","30","spot","1530.00","1530.00","","","","","","","","false","true","radio_slot:1f102c76-7bbe-9856-e355-edea4fc8f2d6","radio_slot"
"radio","slot","mpumalanga","","","mpumalanga","regional","regional","Ikwekwezi FM","Ikwekwezi FM - 18:00-21:00","spot","","18:00-21:00","isindebele","30","spot","480.00","480.00","","","","","","","","false","true","radio_slot:8558ebae-78a4-847e-23e1-417b06de2800","radio_slot"
"radio","slot","mpumalanga","","","mpumalanga","regional","regional","Ikwekwezi FM","Ikwekwezi FM - 19:00-21:00","spot","","19:00-21:00","isindebele","30","spot","1770.00","1770.00","","","","","","","","false","true","radio_slot:4c3fd907-461c-14e5-b4a9-e82b193997b5","radio_slot"
"radio","slot","national","","","national","national","national","5FM","5FM - 01:00-04:00","spot","","01:00-04:00","english","30","spot","360.00","360.00","","","","","","","","true","true","radio_slot:6ef31a96-abc6-8459-91e5-507efb6431cf","radio_slot"
"radio","slot","national","","","national","national","national","5FM","5FM - 01:00-04:00","spot","","01:00-04:00","english","30","spot","360.00","360.00","","","","","","","","true","true","radio_slot:052af459-45eb-c42b-fba8-cb53f85d5638","radio_slot"
"radio","slot","national","","","national","national","national","5FM","5FM - 01:00-04:00","spot","","01:00-04:00","english","30","spot","360.00","360.00","","","","","","","","true","true","radio_slot:73bb7cc8-62c7-351a-2eb8-0625187906f1","radio_slot"
"radio","slot","national","","","national","national","national","5FM","5FM - 04:00-06:00","spot","","04:00-06:00","english","30","spot","480.00","480.00","","","","","","","","true","true","radio_slot:c96000ba-e9fc-7d14-fece-03ac261b6933","radio_slot"
"radio","slot","national","","","national","national","national","5FM","5FM - 04:00-07:00","spot","","04:00-07:00","english","30","spot","960.00","960.00","","","","","","","","true","true","radio_slot:40b46b7b-cdbd-9700-e2af-c503e9409c62","radio_slot"
"radio","slot","national","","","national","national","national","5FM","5FM - 04:00-07:00","spot","","04:00-07:00","english","30","spot","780.00","780.00","","","","","","","","true","true","radio_slot:700613c0-a6b9-eb29-ba27-22c138102d25","radio_slot"
