inventory_key,channel,inventory_row_type,source_table,source_id,source_type,outlet_code,outlet_name,inventory_name,media_subtype,package_name,slot_label,day_group,start_time,end_time,province,city,suburb,area,region_cluster_code,market_scope,coverage_type,market_tier,language_display,language_notes,broadcast_frequency,duration_seconds,rate_type,cost_zar,raw_rate_zar,investment_zar,cost_per_month_zar,value_zar,exposure_count,monthly_exposure_count,duration_weeks,duration_months,is_available,package_only,is_national,has_pricing,listenership_daily,listenership_weekly,listenership_period,existing_target_audience,existing_audience_age_skew,existing_audience_gender_skew,existing_audience_lsm_range,existing_audience_racial_skew,existing_urban_rural_mix,existing_audience_keywords,existing_source_notes,enrich_target_audience,enrich_audience_age_skew,enrich_audience_gender_skew,enrich_audience_lsm_range,enrich_audience_racial_skew,enrich_urban_rural_mix,enrich_audience_keywords,enrich_buying_behaviour_fit,enrich_price_positioning_fit,enrich_sales_model_fit,enrich_objective_fit_primary,enrich_objective_fit_secondary,enrich_environment_type,enrich_premium_mass_fit,enrich_data_confidence,enrich_notes
radio_package:7403d400-0c27-b370-49d2-72b80cbc2054,radio,package,media_outlet_pricing_package,7403d400-0c27-b370-49d2-72b80cbc2054,radio_package,radio_y,YFM 99.2,YFM 99.2 - Live Reads + Digital (1 Week),generic,Live Reads + Digital (1 Week),,,,,gauteng,Johannesburg,,Johannesburg,gauteng,regional,regional,strong,english,Urban contemporary youth brand.,99.2 FM,,package,22382.00,,22382.00,,120875.00,,,1,,true,true,false,true,,,,Young South Africans / Gen Z and youth audience.,18-35,,,,urban,Gen Z | hip hop | house | Johannesburg | kwaito | R&B | urban | youth,"","","","","","","","","","","","","","","","",""
radio_slot:052af459-45eb-c42b-fba8-cb53f85d5638,radio,slot,media_outlet_slot_rate,052af459-45eb-c42b-fba8-cb53f85d5638,radio_slot,radio_5fm,5FM,5FM - 01:00-04:00,spot,,01:00-04:00,sunday,01:00,04:00,national,,,national,national,national,national,unknown,english,Youth multimedia music/talk brand.,,30,spot,360.00,360.00,,,,,,,,true,false,true,true,893000,,"Adults 15+, BRC RAMS Amplify Xtab Dec 2023 RA23 Q4",Upwardly mobile and trendsetting youth.,Youth,,,,urban,hip hop | multimedia | music | radio+digital | trendsetting | urban | youth,"","","","","","","","","","","","","","","","",""
radio_slot:6ef31a96-abc6-8459-91e5-507efb6431cf,radio,slot,media_outlet_slot_rate,6ef31a96-abc6-8459-91e5-507efb6431cf,radio_slot,radio_5fm,5FM,5FM - 01:00-04:00,spot,,01:00-04:00,monday_friday,01:00,04:00,national,,,national,national,national,national,unknown,english,Youth multimedia music/talk brand.,,30,spot,360.00,360.00,,,,,,,,true,false,true,true,893000,,"Adults 15+, BRC RAMS Amplify Xtab Dec 2023 RA23 Q4",Upwardly mobile and trendsetting youth.,Youth,,,,urban,hip hop | multimedia | music | radio+digital | trendsetting | urban | youth,"","","","","","","","","","","","","","","","",""
radio_slot:73bb7cc8-62c7-351a-2eb8-0625187906f1,radio,slot,media_outlet_slot_rate,73bb7cc8-62c7-351a-2eb8-0625187906f1,radio_slot,radio_5fm,5FM,5FM - 01:00-04:00,spot,,01:00-04:00,saturday,01:00,04:00,national,,,national,national,national,national,unknown,english,Youth multimedia music/talk brand.,,30,spot,360.00,360.00,,,,,,,,true,false,true,true,893000,,"Adults 15+, BRC RAMS Amplify Xtab Dec 2023 RA23 Q4",Upwardly mobile and trendsetting youth.,Youth,,,,urban,hip hop | multimedia | music | radio+digital | trendsetting | urban | youth,"","","","","","","","","","","","","","","","",""
radio_slot:c96000ba-e9fc-7d14-fece-03ac261b6933,radio,slot,media_outlet_slot_rate,c96000ba-e9fc-7d14-fece-03ac261b6933,radio_slot,radio_5fm,5FM,5FM - 04:00-06:00,spot,,04:00-06:00,monday_friday,04:00,06:00,national,,,national,national,national,national,unknown,english,Youth multimedia music/talk brand.,,30,spot,480.00,480.00,,,,,,,,true,false,true,true,893000,,"Adults 15+, BRC RAMS Amplify Xtab Dec 2023 RA23 Q4",Upwardly mobile and trendsetting youth.,Youth,,,,urban,hip hop | multimedia | music | radio+digital | trendsetting | urban | youth,"","","","","","","","","","","","","","","","",""
radio_slot:40b46b7b-cdbd-9700-e2af-c503e9409c62,radio,slot,media_outlet_slot_rate,40b46b7b-cdbd-9700-e2af-c503e9409c62,radio_slot,radio_5fm,5FM,5FM - 04:00-07:00,spot,,04:00-07:00,saturday,04:00,07:00,national,,,national,national,national,national,unknown,english,Youth multimedia music/talk brand.,,30,spot,960.00,960.00,,,,,,,,true,false,true,true,893000,,"Adults 15+, BRC RAMS Amplify Xtab Dec 2023 RA23 Q4",Upwardly mobile and trendsetting youth.,Youth,,,,urban,hip hop | multimedia | music | radio+digital | trendsetting | urban | youth,"","","","","","","","","","","","","","","","",""
radio_slot:700613c0-a6b9-eb29-ba27-22c138102d25,radio,slot,media_outlet_slot_rate,700613c0-a6b9-eb29-ba27-22c138102d25,radio_slot,radio_5fm,5FM,5FM - 04:00-07:00,spot,,04:00-07:00,sunday,04:00,07:00,national,,,national,national,national,national,unknown,english,Youth multimedia music/talk brand.,,30,spot,780.00,780.00,,,,,,,,true,false,true,true,893000,,"Adults 15+, BRC RAMS Amplify Xtab Dec 2023 RA23 Q4",Upwardly mobile and trendsetting youth.,Youth,,,,urban,hip hop | multimedia | music | radio+digital | trendsetting | urban | youth,"","","","","","","","","","","","","","","","",""
radio_slot:90290113-d3c5-19a7-e736-2ee69a10edee,radio,slot,media_outlet_slot_rate,90290113-d3c5-19a7-e736-2ee69a10edee,radio_slot,radio_5fm,5FM,5FM - 06:00-07:00,spot,,06:00-07:00,monday_friday,06:00,07:00,national,,,national,national,national,national,unknown,english,Youth multimedia music/talk brand.,,30,spot,9210.00,9210.00,,,,,,,,true,false,true,true,893000,,"Adults 15+, BRC RAMS Amplify Xtab Dec 2023 RA23 Q4",Upwardly mobile and trendsetting youth.,Youth,,,,urban,hip hop | multimedia | music | radio+digital | trendsetting | urban | youth,"","","","","","","","","","","","","","","","",""
radio_slot:881ebc12-b418-698f-65f4-dbf5ab66ac32,radio,slot,media_outlet_slot_rate,881ebc12-b418-698f-65f4-dbf5ab66ac32,radio_slot,radio_5fm,5FM,5FM - 07:00-08:00,spot,,07:00-08:00,monday_friday,07:00,08:00,national,,,national,national,national,national,unknown,english,Youth multimedia music/talk brand.,,30,spot,10110.00,10110.00,,,,,,,,true,false,true,true,893000,,"Adults 15+, BRC RAMS Amplify Xtab Dec 2023 RA23 Q4",Upwardly mobile and trendsetting youth.,Youth,,,,urban,hip hop | multimedia | music | radio+digital | trendsetting | urban | youth,"","","","","","","","","","","","","","","","",""
radio_slot:6ef4b2a5-c863-f25d-925c-d5aaef9ac468,radio,slot,media_outlet_slot_rate,6ef4b2a5-c863-f25d-925c-d5aaef9ac468,radio_slot,radio_5fm,5FM,5FM - 07:00-10:00,spot,,07:00-10:00,saturday,07:00,10:00,national,,,national,national,national,national,unknown,english,Youth multimedia music/talk brand.,,30,spot,2490.00,2490.00,,,,,,,,true,false,true,true,893000,,"Adults 15+, BRC RAMS Amplify Xtab Dec 2023 RA23 Q4",Upwardly mobile and trendsetting youth.,Youth,,,,urban,hip hop | multimedia | music | radio+digital | trendsetting | urban | youth,"","","","","","","","","","","","","","","","",""
radio_slot:4be3b479-25f7-772f-fadf-17bbc5d4c8b3,radio,slot,media_outlet_slot_rate,4be3b479-25f7-772f-fadf-17bbc5d4c8b3,radio_slot,radio_5fm,5FM,5FM - 07:00-10:00,spot,,07:00-10:00,sunday,07:00,10:00,national,,,national,national,national,national,unknown,english,Youth multimedia music/talk brand.,,30,spot,1290.00,1290.00,,,,,,,,true,false,true,true,893000,,"Adults 15+, BRC RAMS Amplify Xtab Dec 2023 RA23 Q4",Upwardly mobile and trendsetting youth.,Youth,,,,urban,hip hop | multimedia | music | radio+digital | trendsetting | urban | youth,"","","","","","","","","","","","","","","","",""
radio_slot:c37ff0be-e402-0557-2618-cd0c72954925,radio,slot,media_outlet_slot_rate,c37ff0be-e402-0557-2618-cd0c72954925,radio_slot,radio_5fm,5FM,5FM - 08:00-09:00,spot,,08:00-09:00,monday_friday,08:00,09:00,national,,,national,national,national,national,unknown,english,Youth multimedia music/talk brand.,,30,spot,10110.00,10110.00,,,,,,,,true,false,true,true,893000,,"Adults 15+, BRC RAMS Amplify Xtab Dec 2023 RA23 Q4",Upwardly mobile and trendsetting youth.,Youth,,,,urban,hip hop | multimedia | music | radio+digital | trendsetting | urban | youth,"","","","","","","","","","","","","","","","",""
radio_slot:56b22871-f342-833b-7bae-3b14bdaea11c,radio,slot,media_outlet_slot_rate,56b22871-f342-833b-7bae-3b14bdaea11c,radio_slot,radio_5fm,5FM,5FM - 09:00-12:00,spot,,09:00-12:00,monday_friday,09:00,12:00,national,,,national,national,national,national,unknown,english,Youth multimedia music/talk brand.,,30,spot,8760.00,8760.00,,,,,,,,true,false,true,true,893000,,"Adults 15+, BRC RAMS Amplify Xtab Dec 2023 RA23 Q4",Upwardly mobile and trendsetting youth.,Youth,,,,urban,hip hop | multimedia | music | radio+digital | trendsetting | urban | youth,"","","","","","","","","","","","","","","","",""
radio_slot:dc9f450b-2ccd-fd25-360a-0b76511c693a,radio,slot,media_outlet_slot_rate,dc9f450b-2ccd-fd25-360a-0b76511c693a,radio_slot,radio_5fm,5FM,5FM - 10:00-14:00,spot,,10:00-14:00,saturday,10:00,14:00,national,,,national,national,national,national,unknown,english,Youth multimedia music/talk brand.,,30,spot,4170.00,4170.00,,,,,,,,true,false,true,true,893000,,"Adults 15+, BRC RAMS Amplify Xtab Dec 2023 RA23 Q4",Upwardly mobile and trendsetting youth.,Youth,,,,urban,hip hop | multimedia | music | radio+digital | trendsetting | urban | youth,"","","","","","","","","","","","","","","","",""
radio_slot:6ccc54cd-1e4c-eef5-2cc1-8d216f69a720,radio,slot,media_outlet_slot_rate,6ccc54cd-1e4c-eef5-2cc1-8d216f69a720,radio_slot,radio_5fm,5FM,5FM - 10:00-14:00,spot,,10:00-14:00,sunday,10:00,14:00,national,,,national,national,national,national,unknown,english,Youth multimedia music/talk brand.,,30,spot,3210.00,3210.00,,,,,,,,true,false,true,true,893000,,"Adults 15+, BRC RAMS Amplify Xtab Dec 2023 RA23 Q4",Upwardly mobile and trendsetting youth.,Youth,,,,urban,hip hop | multimedia | music | radio+digital | trendsetting | urban | youth,"","","","","","","","","","","","","","","","",""
radio_slot:7883894e-b279-ce9d-d072-d1efed533ac0,radio,slot,media_outlet_slot_rate,7883894e-b279-ce9d-d072-d1efed533ac0,radio_slot,radio_5fm,5FM,5FM - 12:00-15:00,spot,,12:00-15:00,monday_friday,12:00,15:00,national,,,national,national,national,national,unknown,english,Youth multimedia music/talk brand.,,30,spot,4410.00,4410.00,,,,,,,,true,false,true,true,893000,,"Adults 15+, BRC RAMS Amplify Xtab Dec 2023 RA23 Q4",Upwardly mobile and trendsetting youth.,Youth,,,,urban,hip hop | multimedia | music | radio+digital | trendsetting | urban | youth,"","","","","","","","","","","","","","","","",""
radio_slot:53c36d75-aa22-5208-d39c-ce9b51358584,radio,slot,media_outlet_slot_rate,53c36d75-aa22-5208-d39c-ce9b51358584,radio_slot,radio_5fm,5FM,5FM - 14:00-18:00,spot,,14:00-18:00,sunday,14:00,18:00,national,,,national,national,national,national,unknown,english,Youth multimedia music/talk brand.,,30,spot,2970.00,2970.00,,,,,,,,true,false,true,true,893000,,"Adults 15+, BRC RAMS Amplify Xtab Dec 2023 RA23 Q4",Upwardly mobile and trendsetting youth.,Youth,,,,urban,hip hop | multimedia | music | radio+digital | trendsetting | urban | youth,"","","","","","","","","","","","","","","","",""
radio_slot:f943276b-4f5a-342f-908f-2cea44d5b57e,radio,slot,media_outlet_slot_rate,f943276b-4f5a-342f-908f-2cea44d5b57e,radio_slot,radio_5fm,5FM,5FM - 14:00-18:00,spot,,14:00-18:00,saturday,14:00,18:00,national,,,national,national,national,national,unknown,english,Youth multimedia music/talk brand.,,30,spot,2250.00,2250.00,,,,,,,,true,false,true,true,893000,,"Adults 15+, BRC RAMS Amplify Xtab Dec 2023 RA23 Q4",Upwardly mobile and trendsetting youth.,Youth,,,,urban,hip hop | multimedia | music | radio+digital | trendsetting | urban | youth,"","","","","","","","","","","","","","","","",""
radio_slot:87b6507a-bafc-6fb6-589f-51ca063ea4f6,radio,slot,media_outlet_slot_rate,87b6507a-bafc-6fb6-589f-51ca063ea4f6,radio_slot,radio_5fm,5FM,5FM - 15:00-16:00,spot,,15:00-16:00,monday_friday,15:00,16:00,national,,,national,national,national,national,unknown,english,Youth multimedia music/talk brand.,,30,spot,7860.00,7860.00,,,,,,,,true,false,true,true,893000,,"Adults 15+, BRC RAMS Amplify Xtab Dec 2023 RA23 Q4",Upwardly mobile and trendsetting youth.,Youth,,,,urban,hip hop | multimedia | music | radio+digital | trendsetting | urban | youth,"","","","","","","","","","","","","","","","",""
radio_slot:2f0ae025-0b13-2a27-979f-1ba6cadade01,radio,slot,media_outlet_slot_rate,2f0ae025-0b13-2a27-979f-1ba6cadade01,radio_slot,radio_5fm,5FM,5FM - 16:00-17:00,spot,,16:00-17:00,monday_friday,16:00,17:00,national,,,national,national,national,national,unknown,english,Youth multimedia music/talk brand.,,30,spot,9660.00,9660.00,,,,,,,,true,false,true,true,893000,,"Adults 15+, BRC RAMS Amplify Xtab Dec 2023 RA23 Q4",Upwardly mobile and trendsetting youth.,Youth,,,,urban,hip hop | multimedia | music | radio+digital | trendsetting | urban | youth,"","","","","","","","","","","","","","","","",""
radio_slot:9d6c9b62-005b-a05b-b6bf-1caefaeb73b9,radio,slot,media_outlet_slot_rate,9d6c9b62-005b-a05b-b6bf-1caefaeb73b9,radio_slot,radio_5fm,5FM,5FM - 17:00-18:00,spot,,17:00-18:00,monday_friday,17:00,18:00,national,,,national,national,national,national,unknown,english,Youth multimedia music/talk brand.,,30,spot,9660.00,9660.00,,,,,,,,true,false,true,true,893000,,"Adults 15+, BRC RAMS Amplify Xtab Dec 2023 RA23 Q4",Upwardly mobile and trendsetting youth.,Youth,,,,urban,hip hop | multimedia | music | radio+digital | trendsetting | urban | youth,"","","","","","","","","","","","","","","","",""
radio_slot:5cd294e4-b2e0-f3b7-d7f9-ae476676ed23,radio,slot,media_outlet_slot_rate,5cd294e4-b2e0-f3b7-d7f9-ae476676ed23,radio_slot,radio_5fm,5FM,5FM - 18:00-19:00,spot,,18:00-19:00,monday_friday,18:00,19:00,national,,,national,national,national,national,unknown,english,Youth multimedia music/talk brand.,,30,spot,10110.00,10110.00,,,,,,,,true,false,true,true,893000,,"Adults 15+, BRC RAMS Amplify Xtab Dec 2023 RA23 Q4",Upwardly mobile and trendsetting youth.,Youth,,,,urban,hip hop | multimedia | music | radio+digital | trendsetting | urban | youth,"","","","","","","","","","","","","","","","",""
radio_slot:981d6988-d467-d670-336b-64eb709c3b23,radio,slot,media_outlet_slot_rate,981d6988-d467-d670-336b-64eb709c3b23,radio_slot,radio_5fm,5FM,5FM - 18:00-19:00,spot,,18:00-19:00,saturday,18:00,19:00,national,,,national,national,national,national,unknown,english,Youth multimedia music/talk brand.,,30,spot,1890.00,1890.00,,,,,,,,true,false,true,true,893000,,"Adults 15+, BRC RAMS Amplify Xtab Dec 2023 RA23 Q4",Upwardly mobile and trendsetting youth.,Youth,,,,urban,hip hop | multimedia | music | radio+digital | trendsetting | urban | youth,"","","","","","","","","","","","","","","","",""
radio_slot:719d7571-d6c9-0d8f-688d-1964ebd2f89d,radio,slot,media_outlet_slot_rate,719d7571-d6c9-0d8f-688d-1964ebd2f89d,radio_slot,radio_5fm,5FM,5FM - 18:00-21:00,spot,,18:00-21:00,sunday,18:00,21:00,national,,,national,national,national,national,unknown,english,Youth multimedia music/talk brand.,,30,spot,1530.00,1530.00,,,,,,,,true,false,true,true,893000,,"Adults 15+, BRC RAMS Amplify Xtab Dec 2023 RA23 Q4",Upwardly mobile and trendsetting youth.,Youth,,,,urban,hip hop | multimedia | music | radio+digital | trendsetting | urban | youth,"","","","","","","","","","","","","","","","",""
radio_slot:549605a2-fed6-6834-e0e7-53263458671e,radio,slot,media_outlet_slot_rate,549605a2-fed6-6834-e0e7-53263458671e,radio_slot,radio_5fm,5FM,5FM - 19:00-22:00,spot,,19:00-22:00,saturday,19:00,22:00,national,,,national,national,national,national,unknown,english,Youth multimedia music/talk brand.,,30,spot,2010.00,2010.00,,,,,,,,true,false,true,true,893000,,"Adults 15+, BRC RAMS Amplify Xtab Dec 2023 RA23 Q4",Upwardly mobile and trendsetting youth.,Youth,,,,urban,hip hop | multimedia | music | radio+digital | trendsetting | urban | youth,"","","","","","","","","","","","","","","","",""
radio_slot:04b8a67a-f0f8-c58c-21c2-463df5cbd271,radio,slot,media_outlet_slot_rate,04b8a67a-f0f8-c58c-21c2-463df5cbd271,radio_slot,radio_5fm,5FM,5FM - 19:00-22:00,spot,,19:00-22:00,monday_friday,19:00,22:00,national,,,national,national,national,national,unknown,english,Youth multimedia music/talk brand.,,30,spot,3450.00,3450.00,,,,,,,,true,false,true,true,893000,,"Adults 15+, BRC RAMS Amplify Xtab Dec 2023 RA23 Q4",Upwardly mobile and trendsetting youth.,Youth,,,,urban,hip hop | multimedia | music | radio+digital | trendsetting | urban | youth,"","","","","","","","","","","","","","","","",""
radio_slot:a9d59a52-329d-ef2a-5846-c6bb78b3c54b,radio,slot,media_outlet_slot_rate,a9d59a52-329d-ef2a-5846-c6bb78b3c54b,radio_slot,radio_5fm,5FM,5FM - 21:00-01:00,spot,,21:00-01:00,sunday,21:00,01:00,national,,,national,national,national,national,unknown,english,Youth multimedia music/talk brand.,,30,spot,900.00,900.00,,,,,,,,true,false,true,true,893000,,"Adults 15+, BRC RAMS Amplify Xtab Dec 2023 RA23 Q4",Upwardly mobile and trendsetting youth.,Youth,,,,urban,hip hop | multimedia | music | radio+digital | trendsetting | urban | youth,"","","","","","","","","","","","","","","","",""
radio_slot:45a1a995-9f96-c77a-d2d8-4bfc708e499c,radio,slot,media_outlet_slot_rate,45a1a995-9f96-c77a-d2d8-4bfc708e499c,radio_slot,radio_5fm,5FM,5FM - 22:00-01:00,spot,,22:00-01:00,monday_friday,22:00,01:00,national,,,national,national,national,national,unknown,english,Youth multimedia music/talk brand.,,30,spot,360.00,360.00,,,,,,,,true,false,true,true,893000,,"Adults 15+, BRC RAMS Amplify Xtab Dec 2023 RA23 Q4",Upwardly mobile and trendsetting youth.,Youth,,,,urban,hip hop | multimedia | music | radio+digital | trendsetting | urban | youth,"","","","","","","","","","","","","","","","",""
radio_slot:b203b305-40b2-9be3-fef2-7e1f082e59c4,radio,slot,media_outlet_slot_rate,b203b305-40b2-9be3-fef2-7e1f082e59c4,radio_slot,radio_5fm,5FM,5FM - 22:00-01:00,spot,,22:00-01:00,saturday,22:00,01:00,national,,,national,national,national,national,unknown,english,Youth multimedia music/talk brand.,,30,spot,420.00,420.00,,,,,,,,true,false,true,true,893000,,"Adults 15+, BRC RAMS Amplify Xtab Dec 2023 RA23 Q4",Upwardly mobile and trendsetting youth.,Youth,,,,urban,hip hop | multimedia | music | radio+digital | trendsetting | urban | youth,"","","","","","","","","","","","","","","","",""
radio_slot:5fbdeb6d-21c7-1e4c-fb68-90c5713113a1,radio,slot,media_outlet_slot_rate,5fbdeb6d-21c7-1e4c-fb68-90c5713113a1,radio_slot,radio_algoa_fm,Algoa FM,Algoa FM - 00:00-05:00,spot,,00:00-05:00,weekday,00:00,05:00,western_cape,Worcester,,Worcester,western_cape,regional,regional,mixed,english,Adult contemporary regional commercial station.,94.0-97.0 MHz,30,spot,600.00,600.00,,,,,,,,true,false,false,true,,,,"Regional lifestyle audience across Eastern Cape and Garden Route; connected, family-oriented consumers.",,,,,mixed,connected | Eastern Cape | events | family oriented | Garden Route | music | news | regional lifestyle,"","","","","","","","","","","","","","","","",""
radio_slot:b9c8a6ab-b3ae-882a-060b-082aa90d18a7,radio,slot,media_outlet_slot_rate,b9c8a6ab-b3ae-882a-060b-082aa90d18a7,radio_slot,radio_algoa_fm,Algoa FM,Algoa FM - 00:00-06:00,spot,,00:00-06:00,sunday,00:00,06:00,western_cape,Worcester,,Worcester,western_cape,regional,regional,mixed,english,Adult contemporary regional commercial station.,94.0-97.0 MHz,30,spot,600.00,600.00,,,,,,,,true,false,false,true,,,,"Regional lifestyle audience across Eastern Cape and Garden Route; connected, family-oriented consumers.",,,,,mixed,connected | Eastern Cape | events | family oriented | Garden Route | music | news | regional lifestyle,"","","","","","","","","","","","","","","","",""
radio_slot:f51943b8-2232-473b-a3e3-1742d9d7a95f,radio,slot,media_outlet_slot_rate,f51943b8-2232-473b-a3e3-1742d9d7a95f,radio_slot,radio_algoa_fm,Algoa FM,Algoa FM - 00:00-06:00,spot,,00:00-06:00,saturday,00:00,06:00,western_cape,Worcester,,Worcester,western_cape,regional,regional,mixed,english,Adult contemporary regional commercial station.,94.0-97.0 MHz,30,spot,600.00,600.00,,,,,,,,true,false,false,true,,,,"Regional lifestyle audience across Eastern Cape and Garden Route; connected, family-oriented consumers.",,,,,mixed,connected | Eastern Cape | events | family oriented | Garden Route | music | news | regional lifestyle,"","","","","","","","","","","","","","","","",""
radio_slot:37768fd8-c400-6b53-e284-08d41f47d793,radio,slot,media_outlet_slot_rate,37768fd8-c400-6b53-e284-08d41f47d793,radio_slot,radio_algoa_fm,Algoa FM,Algoa FM - 05:00-06:00,spot,,05:00-06:00,weekday,05:00,06:00,western_cape,Worcester,,Worcester,western_cape,regional,regional,mixed,english,Adult contemporary regional commercial station.,94.0-97.0 MHz,30,spot,1320.00,1320.00,,,,,,,,true,false,false,true,,,,"Regional lifestyle audience across Eastern Cape and Garden Route; connected, family-oriented consumers.",,,,,mixed,connected | Eastern Cape | events | family oriented | Garden Route | music | news | regional lifestyle,"","","","","","","","","","","","","","","","",""
radio_slot:c9a7ce9d-9a6c-1320-1e02-26e38b232b8a,radio,slot,media_outlet_slot_rate,c9a7ce9d-9a6c-1320-1e02-26e38b232b8a,radio_slot,radio_algoa_fm,Algoa FM,Algoa FM - 06:00-09:00,spot,,06:00-09:00,weekday,06:00,09:00,western_cape,Worcester,,Worcester,western_cape,regional,regional,mixed,english,Adult contemporary regional commercial station.,94.0-97.0 MHz,30,spot,7050.00,7050.00,,,,,,,,true,false,false,true,,,,"Regional lifestyle audience across Eastern Cape and Garden Route; connected, family-oriented consumers.",,,,,mixed,connected | Eastern Cape | events | family oriented | Garden Route | music | news | regional lifestyle,"","","","","","","","","","","","","","","","",""
radio_slot:825a8932-cf8a-ee6d-968b-c15e96d79b43,radio,slot,media_outlet_slot_rate,825a8932-cf8a-ee6d-968b-c15e96d79b43,radio_slot,radio_algoa_fm,Algoa FM,Algoa FM - 06:00-09:00,spot,,06:00-09:00,saturday,06:00,09:00,western_cape,Worcester,,Worcester,western_cape,regional,regional,mixed,english,Adult contemporary regional commercial station.,94.0-97.0 MHz,30,spot,1740.00,1740.00,,,,,,,,true,false,false,true,,,,"Regional lifestyle audience across Eastern Cape and Garden Route; connected, family-oriented consumers.",,,,,mixed,connected | Eastern Cape | events | family oriented | Garden Route | music | news | regional lifestyle,"","","","","","","","","","","","","","","","",""
radio_slot:26dc7c3a-517f-bb17-2215-10859138c1a6,radio,slot,media_outlet_slot_rate,26dc7c3a-517f-bb17-2215-10859138c1a6,radio_slot,radio_algoa_fm,Algoa FM,Algoa FM - 06:00-09:00,spot,,06:00-09:00,sunday,06:00,09:00,western_cape,Worcester,,Worcester,western_cape,regional,regional,mixed,english,Adult contemporary regional commercial station.,94.0-97.0 MHz,30,spot,2240.00,2240.00,,,,,,,,true,false,false,true,,,,"Regional lifestyle audience across Eastern Cape and Garden Route; connected, family-oriented consumers.",,,,,mixed,connected | Eastern Cape | events | family oriented | Garden Route | music | news | regional lifestyle,"","","","","","","","","","","","","","","","",""
radio_slot:e655395b-5eb1-a654-d113-4c24f312811c,radio,slot,media_outlet_slot_rate,e655395b-5eb1-a654-d113-4c24f312811c,radio_slot,radio_algoa_fm,Algoa FM,Algoa FM - 09:00-12:00,spot,,09:00-12:00,saturday,09:00,12:00,western_cape,Worcester,,Worcester,western_cape,regional,regional,mixed,english,Adult contemporary regional commercial station.,94.0-97.0 MHz,30,spot,2950.00,2950.00,,,,,,,,true,false,false,true,,,,"Regional lifestyle audience across Eastern Cape and Garden Route; connected, family-oriented consumers.",,,,,mixed,connected | Eastern Cape | events | family oriented | Garden Route | music | news | regional lifestyle,"","","","","","","","","","","","","","","","",""
radio_slot:85fc3523-2c73-175e-728b-42f14a83d953,radio,slot,media_outlet_slot_rate,85fc3523-2c73-175e-728b-42f14a83d953,radio_slot,radio_algoa_fm,Algoa FM,Algoa FM - 09:00-12:00,spot,,09:00-12:00,sunday,09:00,12:00,western_cape,Worcester,,Worcester,western_cape,regional,regional,mixed,english,Adult contemporary regional commercial station.,94.0-97.0 MHz,30,spot,3260.00,3260.00,,,,,,,,true,false,false,true,,,,"Regional lifestyle audience across Eastern Cape and Garden Route; connected, family-oriented consumers.",,,,,mixed,connected | Eastern Cape | events | family oriented | Garden Route | music | news | regional lifestyle,"","","","","","","","","","","","","","","","",""
radio_slot:3493c576-9b72-3057-552f-fc1c3a416a1a,radio,slot,media_outlet_slot_rate,3493c576-9b72-3057-552f-fc1c3a416a1a,radio_slot,radio_algoa_fm,Algoa FM,Algoa FM - 09:00-12:00,spot,,09:00-12:00,weekday,09:00,12:00,western_cape,Worcester,,Worcester,western_cape,regional,regional,mixed,english,Adult contemporary regional commercial station.,94.0-97.0 MHz,30,spot,3520.00,3520.00,,,,,,,,true,false,false,true,,,,"Regional lifestyle audience across Eastern Cape and Garden Route; connected, family-oriented consumers.",,,,,mixed,connected | Eastern Cape | events | family oriented | Garden Route | music | news | regional lifestyle,"","","","","","","","","","","","","","","","",""
radio_slot:12aba9da-0a95-f567-05be-bfb79e8b984d,radio,slot,media_outlet_slot_rate,12aba9da-0a95-f567-05be-bfb79e8b984d,radio_slot,radio_algoa_fm,Algoa FM,Algoa FM - 12:00-15:00,spot,,12:00-15:00,saturday,12:00,15:00,western_cape,Worcester,,Worcester,western_cape,regional,regional,mixed,english,Adult contemporary regional commercial station.,94.0-97.0 MHz,30,spot,1160.00,1160.00,,,,,,,,true,false,false,true,,,,"Regional lifestyle audience across Eastern Cape and Garden Route; connected, family-oriented consumers.",,,,,mixed,connected | Eastern Cape | events | family oriented | Garden Route | music | news | regional lifestyle,"","","","","","","","","","","","","","","","",""
radio_slot:42ff2fe6-9d10-fc8e-5fd3-079c66723a56,radio,slot,media_outlet_slot_rate,42ff2fe6-9d10-fc8e-5fd3-079c66723a56,radio_slot,radio_algoa_fm,Algoa FM,Algoa FM - 12:00-15:00,spot,,12:00-15:00,sunday,12:00,15:00,western_cape,Worcester,,Worcester,western_cape,regional,regional,mixed,english,Adult contemporary regional commercial station.,94.0-97.0 MHz,30,spot,1110.00,1110.00,,,,,,,,true,false,false,true,,,,"Regional lifestyle audience across Eastern Cape and Garden Route; connected, family-oriented consumers.",,,,,mixed,connected | Eastern Cape | events | family oriented | Garden Route | music | news | regional lifestyle,"","","","","","","","","","","","","","","","",""
